,id,regionname,prodline,lendinginstr,supplementprojectflg,projectstatusdisplay,project_name,totalamt,borrower,impagency,countryname_mdk,lendinginstrtype_mdk,boardapprovaldate,closingdate,url,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,pidrecdbwind,lendinginstrcode,project_abstract
216,P119043,South Asia,PE,Financial Intermediary Loan,N,Closed,India: Scaling Up Sustainable and Responsible Microfinance,"300,000,000",SIDBI,SIDBI,82602,639291,2010-06-01T00:00:00Z,9/30/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P119043,"100,000,000","200,000,000","330,000,000",Closed,L,Y,FIL,"{'cdata!': 'The objective of the Scaling up Sustainable and Responsible Microfinance Project for India is to scale up access to sustainable microfinance services to the financially excluded, particularly in under-served areas of India, through, among other things, introduction of innovative financial products and fostering transparency and responsible finance. There are three components to the project, the first component being scaling up funding support for Microfinance Institution (MFI). This component will provide funding for MFIs to scale up their operations. Funding from Small Industries Development Bank of India (SIDBI) to MFIs is to be structured as debt or quasi-equity to support their operations and growth, enhance their financial strength, and enable them to leverage and crowd in private commercial funds to on-lend larger amounts to the under-served. The second component is the strengthening responsible finance. This component will promote transparency and responsible microfinance through the development of an India microfinance platform. Finally, the third component is the capacity building and monitoring. This component will include support for a communication strategy to help ensure that benefits from this intervention are shared with the wider microfinance sector.'}"
217,P108489,South Asia,PE,Development Policy Lending,N,Closed,India First Statistical Strengthening Project,"107,000,000",,,82602,639293,2010-06-01T00:00:00Z,7/30/2011 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P108489,0,"107,000,000","135,000,000",Closed,L,Y,DPL,"{'cdata!': 'The Statistical Strengthening Loan Program supports an institution and policy based reform of Government of India for strengthening the state statistical systems within a national policy framework. The four main policy areas which the operation supports are: (I) strengthening the institutions of leadership and coordination of the National Statistical System - this policy area addresses the deterioration in coordination and organizational functioning over the past few decades that has reduced the effectiveness of the Indian Statistical System (ISS); (II) improving and increasing the support from the Central Government and the Ministry of Statistics to the statistical systems of State/Union Territories (UTs) - the support being provided to states is in two main areas: first, a process to establish standards, norms and benchmarks for key statistical activities that contribute to important national data series; and second, technical and financial support for the implementation of the reforms; (III) strengthening the capacity and performance of the statistical systems in a majority of States/UTs in India - the 2001 National Statistical Commission (NSC) Report noted that the failure of the ISS stems from a deterioration in the state statistical systems as a whole, so participation of the states in the reform program is critical and the policy area focuses on integrating the states into the national statistical system through a centrally sponsored scheme; and (IV) improving the coverage, quality, timeliness and credibility of statistics generated by States and UTs - this policy area places emphasis on improvements in the timeliness, coverage, accuracy, consistency and usefulness of the statistics produced by states because the 2001 report observed that over time there has been a decline in the quality and reliability of statistics generated by state statistical systems and data gaps and duplication were leading to conflicting statistics and inordinate delays in transmission and publication of data.'}"
218,P100530,South Asia,GE,Investment Project Financing,N,Closed,INDIA - Financing Energy Efficiency at MSMEs,0,Republic of India,"Small Industries Development Bank of India, Bureau of Energy Efficiency, Ministry of Environment Forest and Climate Change",82602,639291,2010-05-27T00:00:00Z,5/4/2019 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P100530,0,0,"59,300,000",Closed,L,Y,IPF,"{'cdata!': ""The objective of the Financing Energy Efficiency at Micro Small and Medium Enterprises (MSMEs) Project for India is to increase demand for energy efficiency investments in target micro, small and medium enterprise clusters and to build their capacity to access commercial finance. There are four components to the project, the first component being activities to build capacity and awareness for energy efficiency (EE). This component will focus on increasing awareness of EE at the cluster and plant level on a large scale through the implementation of outreach and mobilization efforts, dissemination of information on successful projects and packaging potential investment proposals in EE for financing by local banks or other sources in five designated clusters. The second component is the activities to increase investment in EE. This component shall contribute to the growth of energy efficiency investments in the Indian MSMEs sector that are financed from local commercial financing sources through project development support and through deployment of performance linked grants for demonstration purposes. The third component is the knowledge management. The knowledge management effort will include the provision of resources and manpower for broad Global Environmental Facility (GEF) program evaluation and analysis of cross cutting energy efficiency issues with the goal of ensuring effective implementation and replication of not just this individual project, but of the Bureau of Energy Efficiency (BEE)'sentire GEF funded programmatic effort. Finally, the fourth component is the project management support.""}"
219,P120582,South Asia,RE,Technical Assistance Loan,Y,Closed,PPIAF: Business Plan for IIFCL,0,,,82602,639291,2010-04-30T00:00:00Z,7/31/2011 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P120582,0,0,"400,000",Closed,L,Y,TAL,
220,P118830,South Asia,PE,Specific Investment Loan,Y,Closed,Tamil Nadu Health Additional Financing,"117,700,000",,"Tamil Nadu Health Systems Project, Department of Health and Family Welfare, ELCOT, TNHSP",82602,639291,2010-04-29T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P118830,"117,700,000",0,"130,780,000",Closed,L,Y,SIL,
221,P117047,South Asia,RE,Technical Assistance Loan,N,Closed,IN Bihar Flood Management Information System Phase II,0,,,82602,639291,2010-04-29T00:00:00Z,5/31/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P117047,0,0,"1,500,000",Closed,L,Y,TAL,
222,P122193,South Asia,RE,Technical Assistance Loan,N,Closed,Planning Support Unit for City Development Planning in Madhya Pradesh,0,,,82602,639291,2010-04-12T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P122193,0,0,"250,000",Closed,L,Y,TAL,
223,P118981,South Asia,PE,Specific Investment Loan,Y,Closed,Tamil Nadu Road Sector Project,"50,700,000",,,82602,639291,2010-03-30T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P118981,0,"50,700,000","57,100,000",Closed,L,Y,SIL,
224,P120652,South Asia,PE,Specific Investment Loan,Y,Closed,Rajasthan Water Sector Restructuring Project- Additional Financing,"19,000,000",,,82602,639291,2010-03-30T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P120652,"19,000,000",0,"19,000,000",Closed,L,Y,SIL,
225,P121464,South Asia,RE,Technical Assistance Loan,N,Closed,Supporting and Operationalising the National Urban Sanitation Policy (NUSP) in India,0,,,82602,639291,2010-03-21T00:00:00Z,9/30/2013 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P121464,0,0,"80,000",Closed,L,Y,TAL,
226,P121456,South Asia,RE,Technical Assistance Loan,N,Closed,Knowledge Support for PEARL Programme under JNNURM,0,,,82602,639291,2010-03-19T00:00:00Z,6/30/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P121456,0,0,"500,000",Closed,L,Y,TAL,
227,P118673,South Asia,PE,Specific Investment Loan,Y,Closed,Additional Financing for Second Elementary Education Project,"750,000,000",,,82602,639291,2010-03-18T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P118673,"750,000,000",0,"8,400,000,000",Closed,L,Y,SIL,
228,P102549,South Asia,PE,Specific Investment Loan,N,Closed,India: Technical Engineering Educational Quality Improvement II,"300,000,000",Republic of India,Ministry of Human Resource Development,82602,639291,2010-03-18T00:00:00Z,3/31/2017 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P102549,"300,000,000",0,"500,000,000",Closed,L,Y,SIL,"{'cdata!': 'The objective of the Second Technical/Engineering Education Quality Improvement Project for India is to strengthen selected institutions to produce more employable and higher quality engineers and prepare more post-graduate students to reduce faculty shortage. There are two components of the project. The first component of the project is improving quality of education in selected institutions. This component will support around 200 competitively selected engineering education institutions through two funding windows to strengthen institutions to improve learning outcomes and employability; and to scale up post-graduate education, research, development, and innovation. The faculty of these institutions will also be offered pedagogical training. The second component of the project is improving system management. This component will build capacity of technical education policy planners and administrators; and it will enhance the collection and use of information to assess and improve the performance of the selected institutions.'}"
229,P119297,South Asia,RE,Technical Assistance Loan,Y,Closed,Building Capacity & Strengthening Monitoring & Implementation Capability of IIFCL,0,,,82602,639291,2010-03-16T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P119297,0,0,"1,200,000",Closed,L,Y,TAL,
230,P120112,South Asia,RE,Technical Assistance Loan,N,Closed,Citywide Slum Upgrading Plan for the Heritage City of Agra,0,,,82602,639291,2010-02-24T00:00:00Z,4/30/2014 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P120112,0,0,"500,000",Closed,L,Y,TAL,
231,P119295,South Asia,CN,,N,Closed,KARNATAKA WIND,0,,,82602,,2009-12-24T00:00:00Z,12/31/2013 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P119295,0,0,"45,300,000",Closed,L,Y,,
232,P118821,South Asia,PE,Specific Investment Loan,Y,Closed,APRPRP 2nd Additional Finance,"100,000,000",,,82602,639291,2009-12-22T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P118821,"100,000,000",0,"100,000,000",Closed,L,Y,SIL,
233,P107069,South Asia,CN,,N,Closed,Street Lighting Energy Efficiency,0,Asian Electronics Ltd,,82602,,2009-12-17T00:00:00Z,12/31/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P107069,0,0,"11,600,000",Closed,L,Y,,
234,P110371,South Asia,PE,Investment Project Financing,N,Closed,Sustainable Urban Transport Project,"105,230,000","Department of Economic Affairs, Government of India, Republic of India","Hubli Dharwad BRTS Company, Ministry of Urban Development, Atal Indore City Transport Services Ltd, Karnataka State Road Transport Corporation, Naya Raipur Development Authority, Pimpri Chinchwad Municipal Corporation, Mysore City Corporation, Mysuru City Corporation",82602,639291,2009-12-10T00:00:00Z,3/31/2018 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P110371,0,"105,230,000","328,330,000",Closed,L,Y,IPF,"{'cdata!': ""The project's development objective (PDO) is to promote environmentally Sustainable Urban Transport in India and to improve the usage of environment-friendly transport modes through demonstration projects in selected cities. There are two components to the project. The first component of the project is providing technical assistance to the Ministry of Urban Development (MoUD) to improve the national, state and local capacity to implement the capacity building elements and the public- and non-motorized-transport- related aspects of National Urban Transport Policy. The second component of the project is supporting design and implementation of demonstration projects in six selected cities (in five participating states), which will create models of sustainable transport solutions for other Indian cities to replicate. The six cities, selected by government of India (GOI) through a competitive selection process, include Pune and Pimpri-Chinchwad (in Maharashtra), Naya Raipur (in Chhattisgarh), Jalandhar (in Punjab), Indore (in Madhya Pradesh), and Mysore (in Karnataka). The International Bank for Reconstruction and Development (IBRD) loan will finance activities under the component two in three project cities (Pune, Pimpri-Chinchwad, and Naya Raipur). A Global Environment Facility (GEF) grant (being processed under a separate GEF project) will be used to finance component one and technical assistance activities of component two in all six cities.""}"
235,P100589,South Asia,GE,Investment Project Financing,Y,Closed,Sustainable Urban Transport (GEF),0,,,82602,639291,2009-12-10T00:00:00Z,3/31/2018 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P100589,0,0,,Closed,L,Y,IPF,"{'cdata!': 'The objective of the Sustainable Urban Transport Project is to promote environmentally sustainable urban transport in India and to improve the usage of environment friendly transport modes through demonstration projects in selected cities. The project includes the following components: component one provides technical assistance to the Ministry of Urban Development (MoUD) to improve the national, state and local capacity to implement the capacity building elements and the public and non-motorized transport related aspects of national urban transport policy; and component two supports design and implementation of demonstration projects in six participating cities (in five states), which will create models of sustainable transport solutions for other Indian cities to replicate. The six cities, selected by Government of India (GOI) through a competitive selection process, include Pune and Pimpri-Chinchwad (in Maharashtra), Naya Raipur (in Chhattisgarh), Jalandhar (in Punjab), Indore (in Madhya Pradesh), and Mysore (in Karnataka). The global environment facility (GEF) grant will finance technical assistance activities under the component one and component two. The recipient and participating stated cities will finance other project activities (including civil works) by utilizing Jawharlal Nehru National Urban Renewal Mission (JnNURM) grant and other sources of funds (including an International Bank for Reconstruction and Development (IBRD) loan being processed under a parallel loan project for three cities: Pune, Pimpri-Chinwad, and Naya Raipur).'}"
236,P071250,South Asia,PE,Investment Project Financing,N,Closed,Andhra Pradesh and Telangana Municipal Development Project,"300,000,000","Ministry of Finance, Department of Economic Affairs","Municipal Administration and Urban Development Department, Government of Telangana, Municipal Administration and Urban Development Department, Government of Andhra Pradesh",82602,639291,2009-12-10T00:00:00Z,12/31/2018 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P071250,0,"300,000,000","350,000,000",Closed,L,Y,IPF,"{'cdata!': ""The objective of the Andhra Pradesh (AP) Municipal Development Project for India is to help improve urban services in AP, and the capacity of urban local bodies (ULBs) of AP to sustain and expand urban services. The project consists of three technical assistance and one investment components: 1) state level policy and institutional development support aims at improving the state's policy and institutional framework to support service delivery and capacity building by ULBs; 2) municipal capacity enhancement aims at enhancing the financial and technical capacity and operating systems of all ULBs (currently 126); 3) urban infrastructure investment to finance sustainable, high-priority investments identified by ULBs to improve urban services or operational efficiency. To be eligible, ULBs need adequate financial capacity to sustainably finance and operate the facilities and an adequate and feasible plan to improve their financial and management capacity; and 4) project management technical assistance aims at ensuring the quality of subproject preparation, implementation, and monitoring.""}"
237,P100352,South Asia,CN,,Y,Closed,Karnataka Municipal Water Energy Efficiency Project,0,,,82602,,2009-11-11T00:00:00Z,6/30/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P100352,0,0,"1,320,000",Closed,L,Y,,
238,P096021,South Asia,PE,Investment Project Financing,N,Closed,Andhra Pradesh & Telangana Road Sector Project,"320,000,000","Republic of India,","Government of Telangana, Roads & Buildings Department, APRDC",82602,639291,2009-10-15T00:00:00Z,3/31/2019 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P096021,0,"320,000,000","645,860,000",Closed,L,Y,IPF,"{'cdata!': 'The objective of the Andhra Pradesh Road Sector project for India is to provide better quality, capacity and safe roads to users in a sustainable manner through enhanced institutional capacity of the Andhra Pradesh government in the road sector. The project comprises four components: 1. Road Improvement component comprises two activities designed to upgrade and maintain the Core Road Network (CRN): (a) upgrading about 429 km of priority state highways under public sector financing; and (b) maintenance of 6,241 km of the CRN under Long-term Performance-based Maintenance Contracts. 2. Public Private Partnership (PPP) Facilitation component will strengthen the capacity of the Government of Andhra Pradesh (GOAP) to attract private sector participation in financing, development, and management of selected high traffic density corridors. 3. Institutional Strengthening component will provide targeted technical assistance, training and advisory services for: (a) operationalization of the Road Development cooperation, with requisite capacity for its responsibilities in managing the CRN and new PPP projects; and (b) various aspects of project implementation including the Asset Management Program, the Governance and Accountability Action Plan and the Institutional Strengthening Action Plan. 4. Road Safety component will help GOAP to provide safer road corridors by initiating measures to reduce road accidents on major corridors, in particular by assisting the concerned GOAP agencies to (a) undertake demonstration projects on selected CRN corridors, (b) carry out black-spot improvement program, and (c) implement institutional and policy action plans for improving the state\x92s road safety responsibility framework and capacities.'}"
239,P116020,South Asia,PE,Development Policy Lending,N,Closed,Banking Sector Support Loan,"2,000,000,000",,,82602,639293,2009-09-22T00:00:00Z,6/30/2010 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P116020,0,"2,000,000,000","2,700,000,000",Closed,L,Y,DPL,"{'cdata!': ""This program document presents the Banking Sector Support Loan (BSSL) in a set of two programmatic development policy loans (DPL) to the Republic of India. It responds to a request from the Government to provide financial support to enable the authorities to continue implementing their economic stimulus program, which is intended to contain the effects of the global economic crisis on the Indian economy. An important part of the overall stimulus program is the provision of capital support to public sector banks (PSB). This will help maintain the confidence of the public in the banking sector, prevent shortages of capital from leading to a slowdown in credit growth, and provide a capital buffer to public sector banks to absorb the possible increase in non-performing assets (NPA) resulting from the global financial crisis and its impact on India's economy. India's Gross Domestic Product (GDP) growth slowed from a peak 9.7 percent in 2006-07 to about 5-6 percent in the third and fourth quarters of 2008-09, and is projected to remain in the 5.5-6.5 percent range in 2009-10, a sharp drop with adverse implications for employment and poverty reduction, and on investment for long-term growth. The first BSSL will address needs arising from the current economic slowdown. Continued credit expansion by the banking system will complement the comprehensive stimulus measures that the Government has put in place since mid-2008, which include monetary, trade, fiscal, and financial sector actions, and will limit the slowdown before it becomes too deep.""}"
240,P115566,South Asia,PE,Investment Project Financing,N,Closed,Fifth Power System Development Project,"1,000,000,000",Power Grid Corporation of India Limited,Power Grid Corporation of India Limited,82602,639291,2009-09-22T00:00:00Z,5/31/2019 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P115566,0,"1,000,000,000","1,572,000,000",Closed,L,Y,IPF,"{'cdata!': ""The objective of the Fifth Power System Development Project for India is to strengthen India's electricity transmission system in order to increase reliable power exchange between regions and states. The project will consist of one component, namely regional transmission schemes for strengthening of Western, Northern and Southern region transmission systems, and the interregional power exchange for the national grid. Indeed, the first three schemes are being constructed to meet the demand in the Western and Northern regions where the Sasan Ultra Mega Power Project (UMPP) and Mundra UMPP are physically located. Both plants are expected to be commissioned in 2012-13, to facilitate the exchange of power between regions, the transmission networks have to be strengthened in the Western, Northern and Central part of the national grid system, as the difference in demand profiles across regions requires large bulk power transfers over short periods of time and the transmission networks need to have significant available transfer capacity to sustain these. Fourth scheme will meet the power demand within southern region and will transfer the power to load centers in the Western region. The fifth scheme, the South-West interconnection, will transfer power surpluses in the Southern region to deficit regions in the Western region.""}"
241,P101650,South Asia,PE,Investment Project Financing,N,Closed,IN Andhra Pradesh and Telangana Rural Water Supply and Sanitation,"150,000,000","Department of Economic Affairs, Government of India","Rural Water Supply and Sanitation Department, Government of Telangana, Rural Water Supply and Sanitation Department, Government of Andhra Pradesh",82602,639291,2009-09-22T00:00:00Z,11/30/2017 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P101650,"150,000,000",0,"180,000,000",Closed,L,Y,IPF,"{'cdata!': 'The objective of the Andhra Pradesh Rural Water Supply and Sanitation Project for India is to assist Government of Andhra Pradesh (GoAP) in improving rural water supply and sanitation services through progressive decentralization, community participation, and enhanced accountability. There are three components to the project. The first component of the project is capacity and sector development. This component will support the building of institutional capacity for implementing, managing and sustaining the project activities, along with sector development studies to inform policy decisions. The second component of the project is infrastructure development. This component will support improvements in water supply and sanitation services in the project habitations through new infrastructure or rehabilitating and augmenting existing schemes, integrated with source strengthening measures and sanitation programs. The third component of the project is project implementation support. This component supports the setting-up and operationalizing the project support unit for implementing the project, including the establishment of the monitoring and evaluation system and sector information system.'}"
242,P102771,South Asia,PE,Financial Intermediary Loan,N,Closed,Financing Public Private Partnerships (PPPs) in Infrastructure through Support to the India Infrastructure Finance Company Ltd,"1,195,000,000",IIFCL,IIFCL,82602,639291,2009-09-22T00:00:00Z,3/31/2016 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P102771,0,"1,195,000,000","1,195,000,000",Closed,L,Y,FIL,"{'cdata!': ""The objective of the Financing Public Private Partnerships (PPP) in Infrastructure through Support to India Infrastructure Finance Company Limited (IIFCL) Project is to increase the availability of long-term financing for infrastructure PPP projects. There are two components the project, the first component being long-term finance to infrastructure projects. This component will provide long-term funds to the IIFCL for on-lending to PPP-based infrastructure projects. The Bank team has carried out a pipeline review to identify projects eligible for financing through the International Bank for Reconstruction and Development (IBRD) loan. Based on the review, which was updated to factor in the impact of the recent global financial crisis on Indian infrastructure, the team believes that there will be a sufficient number of good sub-projects for the IIFCL to support through the proposed IBRD loan. The pipeline of sub-projects being considered includes selected power, roads, and ports projects. Finally, the second component is the capacity building. This component will include support for the two broad areas: a) strengthening IIFCL 's organizational needs in the following areas: i) strengthening and mainstreaming IIFCL environmental and social safeguards framework (ESSF) into its credit review process and post-sanction monitoring of sub-projects, ii) human resource strategy development and implementation, and iii) risk management and research support for IIFCL treasury; and b) implementing and monitoring the project: this will include support to the IIFCL for the day-to-day implementation of the project, covering all aspects of the operations manual (OM), including Financial Management (FM) monitoring and reporting; procurement; safeguards review; monitoring and implementation; overall results monitoring; and efforts to ensure governance accountability and transparency.""}"
243,P122387,South Asia,RE,Technical Assistance Loan,N,Closed,DFID TF III Supervision and Fiduciary Costs,0,,,82602,639291,2009-08-28T00:00:00Z,,https://projects.worldbank.org/en/projects-operations/project-detail/P122387,0,0,"16,160,000",Closed,L,Y,TAL,
244,P110051,South Asia,PE,Investment Project Financing,N,Closed,HARYANA POWER SYSTEM IMPROVEMENT PROJECT,"330,000,000",Government of Haryana,"DHBVN, HVPN",82602,639291,2009-08-04T00:00:00Z,12/31/2017 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P110051,0,"330,000,000","410,000,000",Closed,L,Y,IPF,"{'cdata!': 'The objective of the Haryana Power System Improvement Project for India is to improve the availability, efficiency, and accountability of electricity supply in the state of Haryana through strengthening the transmission and distribution systems. There are three components to the project, the first component being transmission system strengthening. This component includes priority investments in 400 kV, 220 kV, 132 kV and 66 kV sub-stations together with transmission lines for system augmentation. The specific investments have been identified based on system load flow study carried out by Haryana Vidyut Prasaran Nigam Limited (HVPN) which analyzes growth in load and future generation expansion over a defined time period. The second component is the urban distribution system strengthening. This component will be implemented for each town through turnkey Supply and Installation (S&I) contracts which will typically include the following sub-components: (i) conversion of feeder network to High Voltage Distribution System (HVDS) (to reduce technical and commercial losses); and (ii) segregation of industrial feeders (to improve supply quality and accountability). Finally, the third component is the technical assistance and capacity building of transmission and distribution companies. Substantial Technical Assistance (TA) is required for effective implementation of the project and to support institutional development, capacity building, and governance improvement.'}"
245,P112060,South Asia,GE,Specific Investment Loan,Y,Closed,Sustainable Rural Livelihoods and Security through Innovations in Land and Ecosystem Mgmt /Additional GEF financing to India NAIP,0,,,82602,639291,2009-08-04T00:00:00Z,6/30/2014 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P112060,0,0,"95,340,000",Closed,L,Y,SIL,
246,P112061,South Asia,GE,Specific Investment Loan,Y,Closed,"Sustainable Land, Water and Biodiversity Conservation and Management for Improved Livelihoods in Uttarakhand Watershed Sector",0,,,82602,639291,2009-08-04T00:00:00Z,8/31/2013 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P112061,0,0,"97,490,000",Closed,L,Y,SIL,
247,P112033,South Asia,PE,Investment Project Financing,N,Closed,Uttar Pradesh Sodic Lands Reclamation III Project,"197,000,000",Department of Economic Affairs,Uttar Pradesh Bhumi Sudhar Nigam,82602,639291,2009-06-30T00:00:00Z,12/29/2018 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P112033,"197,000,000",0,"272,000,000",Closed,L,Y,IPF,"{'cdata!': 'The project development objective of the Third Uttar Pradesh (UP) Sodic Lands Reclamation Project for India is to increase agricultural productivity of degraded lands in selected areas of UP. There are five components to the project. The first component of the project is on-farm development and land treatment. The objective of this component is to sustain ably reverse water-induced land degradation-salinization, sodification and water-logging-through carefully sequenced technical interventions on about 130,000 ha of sodic lands. The component includes a pilot on ravine reclamation. The second component of the project is improvement of drainage systems. The objective of this component is to improve the drainage networks in the project area to remove/leach effluents, excess rain, and irrigation water from reclaimed and adjoining areas. The third component of the project is agriculture support services. The objective of this component is to increase agricultural productivity by promoting improved technology, better agronomic practices, and more effective provision of key support services. The fourth component of the project is institutional strengthening and capacity building for market access. The objective of this component is to improve the profitability of farm production and enhance livelihoods of the poor through improved marketing, value addition and enhancement of skills. The fifth and the final component of the project is project management. The objective of this component is to ensure smooth implementation of all project activities, monitoring of project implementation progress, and outputs/outcomes, and learning from project experience.'}"
248,P100584,South Asia,GE,Investment Project Financing,N,Closed,Chiller Energy Efficiency,0,Republic of India,Ministry of Environment and Forests (MoEF),82602,639291,2009-06-30T00:00:00Z,12/31/2014 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P100584,0,0,"13,150,000",Closed,L,Y,IPF,"{'cdata!': 'The objective of the Chiller Energy Efficiency Project (CEEP) for India are to reduce greenhouse gas emissions whilst simultaneously supporting the completion of the phase-out of consumption of ozone depleting substances required under the Montreal Protocol. There are four components to the project. The first component of the project is provision of incentives for investment in energy efficient chillers. In an effort to remove market and techno-economic barriers, the CEEP will provide: (a) chiller owners with either: (i) an upfront financial incentive to subsidize the cost of the replacement of centrifugal chillers before end of technical life; or (ii) an annual payment from a share of certified emission reductions to be generated from the actual energy savings achieved by the new chillers; as well as (b) an incentive for chiller manufacturers, suppliers and energy service companies (ESCOs) to actively participate in the project. The second component of the project is measurement, monitoring and verification. As per the methodology approved by the Clean Development Mechanism (CDM) Executive Board, the CEEP is required to monitor data related to the power-output function of the old chiller to be replaced, electrical consumption of the new chiller, and cooling output in order to measure energy savings and emission reductions achieved. The third component of the project is technical assistance. To support project readiness and sustainability, this component focuses on enhancing the awareness of relevant stakeholders in energy conservation measures, enhancing the understanding of the impact of decision to accelerate the phase-out of production of Chlorofluorocarbon (CFC) on the servicing sector, and strengthening the capacity of chiller owners and other stakeholders to monitor the performance of new chillers and to undertake refrigerant management. The fourth and the final component of the project is project management. A Project Management Unit (PMU) will be established at a financial intermediary - Industrial Development Bank of India (IDBI) - and will be responsible for implementing all activities under the CEEP.'}"
249,P102331,South Asia,PE,Specific Investment Loan,N,Closed,Second Madhya Pradesh District Poverty Initiatives Project (MPDPIP-II),"100,000,000",,"State Project Support Unit , Panchayat and Rural Development Department",82602,639291,2009-06-24T00:00:00Z,6/30/2015 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P102331,"100,000,000",0,"110,000,000",Closed,L,Y,SIL,"{'cdata!': 'The objective of the Second Madhya Pradesh District Poverty Initiatives Project (MP-DPIP II) for India is to improve the capacity and opportunities for the targeted rural poor to achieve sustainable livelihoods. There are four components to the project, the first component being social empowerment and institution building. The objective of this component is to empower the poor by helping to organize themselves into Self-Help Groups (SHG) and federate into higher levels of institutions such as Village Development Committee (VDC), cluster-level organizations, and producer collectives. The second component is the livelihoods investment support. The objective of this component is to develop the capacity of SHG to start livelihood initiatives, and to strengthen their business operations through producer based federations. Mechanisms to identify and support innovative approaches to help the rural poor to organize themselves around livelihood based businesses will also be supported in this component. The third component is the employment promotion support. The objective of this component is to enable the project beneficiaries to capture new employment opportunities arising out of the overall growth of the Indian economy through the establishment of a structured mechanism for skill development and job creation. Finally, the fourth component is the project implementation support. The component will facilitate various governance, implementation, coordination, learning, and quality enhancement efforts in the project.'}"
250,P112844,South Asia,GM,Technical Assistance Loan,N,Closed,Policy and Institutional Reform for Mainstreaming and Upscaling SLEM in India,0,,,82602,639291,2009-06-23T00:00:00Z,6/30/2014 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P112844,0,0,"1,990,000",Closed,L,Y,TAL,
251,P100531,South Asia,GE,Investment Project Financing,Y,Closed,Coal-Fired Generation Rehabilitation,0,,,82602,639291,2009-06-18T00:00:00Z,3/29/2018 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P100531,0,0,,Closed,L,Y,IPF,"{'cdata!': 'The objective of the Coal Fired Generation Rehabilitation Project for India is to improve energy efficiency of selected coal-fired power generation units through renovation and modernization (R&M) and improved operations and maintenance (O&M). The global environmental objective of the project is the reduction of greenhouse gas emissions through energy efficient rehabilitation of coal-fired power plants. There are two components to the project, the first component being Energy Efficient Renovation and Modernization (EE R&M) pilots. This component will renovate and modernize 640 Mega Watts (MW) of old coal-fired power generation capacity to demonstrate energy efficient rehabilitation approaches. Energy efficient R&M of generation units will go beyond the typical Indian practice, of restoring original generation capacity, life-extension, and improving availability,  by also modifying (or replacing) some equipment and systems to enable the unit to operate with higher fuel efficiency. This component will also explore and demonstrate approaches for successful implementation of R&M projects (with a focus on energy efficiency) by addressing barriers, including through early identification and mitigation of risks. Finally, the second component is the technical assistance. The technical assistance component of the project is aimed at providing support in implementation of EE R&M pilots, developing a pipeline of EE R&M interventions, addressing barriers to EE R&M projects and strengthening institutional capacities of implementing agencies for improved operation and maintenance practices.'}"
